0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
0	1.40992	2.75764	4.08623	5.36814	6.72581	8.11688	9.455	10.735	12.0195	13.3686	14.7256	16.0117	17.3233	18.685	20.0523	21.4552	22.8585	24.2196	25.5674	26.8576	28.0637	29.232	30.4572	31.6941	32.8795	34.0542	35.2058	36.3028	37.3952	38.3719	39.3471	40.4242	41.4349	42.4626	43.4723	44.5092	45.6244	46.6439	47.6205	48.5922	49.5603	50.503	51.4493	52.3446	53.2669	54.0943	54.9132	55.7507	56.6086
0	1.46234	2.86546	4.20966	5.48602	6.78562	8.01805	9.29117	10.571	11.8971	13.2403	14.57	15.9288	17.2744	18.6393	19.999	21.3559	22.7139	24.0947	25.4334	26.6743	28.005	29.3632	30.6976	32.006	33.3751	34.767	36.1494	37.535	38.9029	40.3054	41.6902	43.0289	44.3837	45.7242	47.0931	48.494	49.9144	51.3331	52.715	54.0557	55.4129	56.8133	58.2262	59.675	61.1477	62.6184	64.0639	65.4671	66.9008
0	1.467	2.8281	4.12842	5.45724	6.69526	7.97431	9.19539	10.4412	11.699	12.9271	14.1566	15.418	16.6976	18.0553	19.3982	20.7628	22.1062	23.5122	24.8592	26.1836	27.4993	28.8337	30.2675	31.6834	33.0897	34.544	35.946	37.4108	38.8939	40.3498	41.8247	43.3439	44.9039	46.4903	48.0816	49.6764	51.2746	52.8323	54.4045	56.0323	57.703	59.3351	60.9633	62.6391	64.3981	66.1433	67.8766	69.6388	71.319
0	1.41466	2.77942	4.1265	5.43708	6.7125	8.00754	9.31075	10.5572	11.7986	13.0223	14.246	15.4286	16.6155	17.7914	19.0189	20.2381	21.5078	22.8296	24.1884	25.4817	26.7574	28.0793	29.4616	30.827	32.1419	33.4256	34.6485	35.9108	37.1486	38.378	39.6315	40.8342	42.0415	43.2099	44.2815	45.3946	46.477	47.5402	48.6178	49.7037	50.76	51.7935	52.8473	53.9226	55.0487	56.182	57.2975	58.4108	59.5226
0	1.47215	2.84195	4.18477	5.59001	6.92369	8.24244	9.5363	10.8418	12.1331	13.4096	14.724	16.0322	17.2962	18.574	19.816	21.0482	22.277	23.5062	24.7186	25.9797	27.2187	28.4313	29.6542	30.8421	31.9561	33.1266	34.3547	35.4997	36.6901	37.9426	39.1611	40.3355	41.4575	42.589	43.7008	44.7963	45.8663	46.9048	47.92	48.8921	49.8628	50.8529	51.8782	52.9164	53.8926	54.9227	55.9453	56.9515	57.9831
0	1.42427	2.71989	4.05384	5.32219	6.54968	7.73753	9.00623	10.2779	11.533	12.7488	13.9943	15.2509	16.5587	17.9058	19.2093	20.5966	22.0535	23.5608	25.0796	26.6231	28.1663	29.698	31.2812	32.8476	34.34	35.8637	37.4007	38.9827	40.5967	42.1482	43.6339	45.0906	46.5902	48.1516	49.6842	51.2176	52.7292	54.2335	55.7683	57.2361	58.6582	60.0456	61.4509	62.923	64.4278	65.8641	67.2886	68.7127	70.1138
0	1.42934	2.77315	4.03071	5.30352	6.54958	7.76201	8.99703	10.2564	11.4996	12.705	13.9202	15.1896	16.4294	17.7055	18.9348	20.2218	21.5406	22.9212	24.3067	25.6712	27.0942	28.5151	29.9123	31.3391	32.8084	34.2285	35.695	37.1648	38.5992	40.0047	41.4797	42.8759	44.3458	45.8778	47.4247	48.9257	50.5256	52.1542	53.7657	55.4639	57.0537	58.7198	60.3873	62.0749	63.7781	65.5037	67.245	69.0513	70.823
0	1.45148	2.78896	4.21386	5.61528	7.07158	8.57687	10.0664	11.6153	13.156	14.6641	16.0851	17.4934	18.931	20.3808	21.9041	23.3242	24.7285	26.1667	27.6273	29.0372	30.4633	31.9719	33.4928	35.0526	36.5447	38.0617	39.5102	41.0239	42.5552	44.0564	45.5437	46.9878	48.4783	49.9455	51.5184	53.1455	54.7822	56.3929	57.9946	59.567	61.2831	62.9532	64.5843	66.1824	67.7447	69.2673	70.6959	72.1301	73.4913
0	1.47516	2.93169	4.3927	5.87966	7.33724	8.79411	10.2795	11.7732	13.2017	14.6095	15.9409	17.2991	18.6484	19.9641	21.238	22.525	23.815	25.1488	26.498	27.844	29.165	30.4569	31.7471	33.0864	34.3831	35.7078	37.0428	38.3772	39.763	41.2393	42.684	44.073	45.4801	46.9211	48.3212	49.6756	51.093	52.5047	53.9032	55.3323	56.6892	58.0451	59.4365	60.8198	62.2434	63.6196	64.9697	66.4049	67.8604
0	1.42914	2.77065	4.09688	5.41144	6.6899	7.96402	9.3029	10.6391	11.9839	13.3142	14.7084	16.083	17.5026	18.9543	20.3727	21.8229	23.2132	24.6433	26.1272	27.6502	29.1196	30.5682	31.9993	33.4993	34.9708	36.4469	37.9666	39.4994	41.0334	42.5823	44.0957	45.6279	47.1406	48.6314	50.1214	51.6799	53.2446	54.7824	56.3021	57.8486	59.4473	61.0016	62.5942	64.1877	65.8052	67.4332	69.0786	70.7972	72.4664
0	1.46952	2.80617	4.18329	5.46688	6.69977	7.95734	9.22353	10.5131	11.7872	12.9769	14.1947	15.2957	16.4255	17.5776	18.8008	20.0755	21.3106	22.5447	23.7672	24.9973	26.2673	27.522	28.7943	30.0752	31.3431	32.658	33.99	35.258	36.4813	37.7274	38.9979	40.2003	41.4388	42.6441	43.9	45.19	46.4447	47.6532	48.8815	50.1126	51.3349	52.5232	53.7337	54.9967	56.2369	57.424	58.5245	59.6047	60.6264
0	1.44721	2.86507	4.25503	5.6283	6.99239	8.3448	9.6705	11.0233	12.3081	13.5979	14.9328	16.2733	17.5711	18.845	20.1071	21.3494	22.5495	23.7763	25.0498	26.3385	27.7273	29.1776	30.5912	31.9617	33.3236	34.6849	36.0192	37.3976	38.888	40.4135	41.9155	43.3644	44.8014	46.2196	47.5693	48.8855	50.1215	51.2792	52.4359	53.5856	54.7282	55.8569	56.9786	58.0905	59.1838	60.2788	61.4085	62.4921	63.5484
0	1.40025	2.75625	4.00149	5.29384	6.54776	7.82043	9.00682	10.1247	11.2301	12.281	13.3257	14.3483	15.3399	16.3031	17.315	18.297	19.2344	20.1608	21.1516	22.1846	23.2726	24.3646	25.4777	26.5376	27.6616	28.8618	30.0047	31.1158	32.2629	33.3966	34.5261	35.6581	36.7511	37.8842	39.0766	40.405	41.7268	43.0533	44.4298	45.8398	47.2416	48.6537	50.0732	51.5063	52.9293	54.352	55.7597	57.1817	58.679
0	1.46227	2.7801	4.14167	5.45611	6.717	7.95286	9.29059	10.6198	11.9622	13.2791	14.6359	15.9672	17.2827	18.5178	19.83	21.0754	22.3429	23.5955	24.8208	26.0469	27.3453	28.5966	29.7798	30.9536	32.1464	33.3409	34.5351	35.6943	36.8398	38.0197	39.2943	40.555	41.6913	42.7547	43.8073	44.9028	45.9668	47.0542	48.1193	49.143	50.1711	51.2881	52.3617	53.3855	54.4293	55.4736	56.5484	57.6691	58.746
0	1.40906	2.73429	4.05377	5.34867	6.65923	7.95532	9.2745	10.5198	11.819	13.0896	14.318	15.5729	16.8271	18.1179	19.4652	20.8001	22.0863	23.3846	24.67	25.9018	27.1337	28.3989	29.734	31.1129	32.5809	34.0597	35.542	36.9765	38.4004	39.806	41.1945	42.5468	43.8944	45.2961	46.6772	48.1496	49.6756	51.2816	52.8469	54.3826	55.9162	57.463	59.0507	60.6674	62.308	63.9473	65.554	67.1796	68.8296
0	1.45575	2.80926	4.03757	5.24184	6.4483	7.58417	8.71861	9.82392	10.9688	12.0717	13.2132	14.4578	15.6419	16.8673	18.0738	19.2908	20.5659	21.8841	23.2316	24.5644	25.9203	27.2636	28.6338	29.995	31.3683	32.6743	34.0197	35.3783	36.6924	38.0331	39.3931	40.7537	42.1372	43.4584	44.6935	45.9347	47.0515	48.1448	49.2179	50.2861	51.4018	52.5	53.6437	54.7613	55.8851	56.9858	58.0626	59.0921	60.1397
0	1.48618	2.88104	4.22111	5.5466	6.90527	8.1581	9.38519	10.5721	11.7886	13.0793	14.3761	15.6631	17.0009	18.3883	19.749	21.0944	22.5061	23.8282	25.1327	26.4163	27.6856	28.9995	30.2786	31.5734	32.958	34.2423	35.5742	36.9298	38.2995	39.6932	41.0357	42.2671	43.5462	44.8013	46.0644	47.4162	48.8111	50.1593	51.5119	52.9044	54.251	55.6047	56.9964	58.3339	59.6647	60.9983	62.3669	63.6952	64.963
0	1.42384	2.74698	4.03625	5.27539	6.46268	7.63564	8.81537	10.0122	11.2581	12.5441	13.8258	15.1514	16.4951	17.8793	19.2414	20.6353	22.1067	23.5853	25.0407	26.425	27.7875	29.1273	30.3814	31.6794	32.9744	34.2676	35.5747	36.8857	38.2209	39.475	40.8076	42.1803	43.4982	44.7905	46.0748	47.3143	48.5419	49.7305	50.9204	52.0786	53.2206	54.3883	55.5207	56.6427	57.7698	58.8418	59.9154	61.0668	62.2001
0	1.45087	2.7949	4.14573	5.43674	6.74227	8.02646	9.28924	10.5114	11.7708	13.0581	14.351	15.6068	16.8451	18.0959	19.3447	20.5595	21.7813	23.0484	24.3434	25.5869	26.8688	28.1663	29.4814	30.7931	32.1093	33.3593	34.631	35.8265	36.9886	38.007	39.0061	40.0862	41.178	42.2719	43.3788	44.5271	45.7245	46.9569	48.1941	49.4352	50.653	51.9089	53.2465	54.5402	55.8527	57.1972	58.5146	59.805	61.0891
0	1.43575	2.77378	4.08352	5.39871	6.69952	8.04356	9.39427	10.7162	12.0372	13.3164	14.627	15.8835	17.1474	18.3911	19.6916	20.9865	22.2484	23.5041	24.7457	25.9356	27.1954	28.4559	29.6619	30.8677	32.0431	33.2308	34.3801	35.4844	36.6214	37.7024	38.7845	39.8958	40.9467	41.9831	42.9794	43.9852	44.9574	45.9243	46.8631	47.7448	48.6006	49.4025	50.1607	50.9425	51.7003	52.4384	53.1791	53.9697	54.7302
0	1.48784	2.83157	4.08854	5.3236	6.54398	7.67554	8.84504	9.98517	11.1294	12.3256	13.5415	14.7352	15.8974	17.06	18.2296	19.3834	20.5323	21.7427	22.929	24.1152	25.3214	26.4678	27.5975	28.6824	29.8254	31.0613	32.3233	33.6209	34.921	36.1957	37.4423	38.7067	39.9121	41.1573	42.4095	43.6847	44.98	46.2844	47.5929	48.895	50.1749	51.5093	52.7571	53.9605	55.1628	56.3283	57.5507	58.7543	59.8779
0	1.44723	2.75057	4.09966	5.39993	6.77074	8.17749	9.57134	10.9895	12.2972	13.6192	14.8682	16.1149	17.3384	18.556	19.7884	21.047	22.3166	23.5426	24.7407	25.9934	27.2733	28.5733	29.8739	31.1821	32.4768	33.7883	35.1165	36.4086	37.7068	39.0097	40.2378	41.5288	42.7895	44.0797	45.4115	46.7517	48.0753	49.4372	50.8076	52.1357	53.437	54.7499	56.059	57.3644	58.6098	59.8451	61.0375	62.127	63.2154
0	1.40943	2.732	4.05656	5.37591	6.76124	8.04615	9.26318	10.4853	11.7342	12.9473	14.1855	15.3619	16.53	17.7504	19.0518	20.3372	21.614	22.9471	24.2366	25.5023	26.7605	27.968	29.2074	30.4422	31.6342	32.792	34.0057	35.1753	36.3449	37.5593	38.7635	39.9832	41.24	42.5093	43.8407	45.1483	46.5305	47.8494	49.1988	50.5079	51.8381	53.1141	54.3654	55.5343	56.7125	57.8856	59.1045	60.3254	61.5482
0	1.39429	2.69462	3.95751	5.25841	6.53132	7.75053	8.93345	10.1782	11.4611	12.7454	13.9526	15.2025	16.4969	17.7482	19.0192	20.3831	21.7332	23.0603	24.4186	25.7753	27.1385	28.4901	29.8773	31.2666	32.6674	34.029	35.364	36.6903	38.1231	39.5635	41.0181	42.4298	43.8855	45.4145	46.9601	48.5371	50.1511	51.7683	53.3534	54.9576	56.6032	58.2194	59.8794	61.5214	63.0698	64.5999	66.2447	67.9039	69.508
0	1.43241	2.72585	3.94111	5.17075	6.44834	7.70917	8.94048	10.1958	11.4835	12.7572	14.0341	15.3349	16.6036	17.8448	19.1194	20.4247	21.7393	23.0893	24.3568	25.6999	27.0744	28.351	29.7372	31.1108	32.4572	33.8601	35.2587	36.6452	38.0283	39.4736	41.0193	42.5692	44.0761	45.679	47.3145	48.8892	50.4814	52.1117	53.7263	55.3465	56.9792	58.6341	60.3874	62.1773	64.0186	65.8566	67.6653	69.5426	71.3564
0	1.40825	2.64036	3.91166	5.14612	6.35437	7.59236	8.84023	10.0443	11.2301	12.3902	13.5147	14.7321	15.97	17.1748	18.3994	19.5504	20.7674	21.9246	23.1397	24.2872	25.4026	26.5641	27.6907	28.8232	29.8787	30.9379	32.0019	33.0681	34.1047	35.1949	36.3054	37.4309	38.6184	39.7372	40.9217	42.1053	43.2356	44.4418	45.596	46.7146	47.8237	48.9602	50.0685	51.1111	52.1107	53.1369	54.2056	55.2485	56.3327
0	1.45626	2.83871	4.11983	5.42381	6.79576	8.15303	9.55074	11.0164	12.489	13.8669	15.2307	16.6533	18.1298	19.6046	21.0263	22.4801	23.8871	25.2058	26.5252	27.8449	29.1233	30.3753	31.6247	32.7964	33.9541	35.099	36.2917	37.4754	38.7481	39.9464	41.1293	42.3014	43.4778	44.6626	45.8598	47.0631	48.2814	49.5421	50.8102	52.104	53.3386	54.5508	55.7422	56.9561	58.2298	59.4568	60.6495	61.8417	63.0496
0	1.46471	2.85297	4.2242	5.48058	6.7853	8.087	9.402	10.6746	11.9512	13.2573	14.5578	15.8744	17.1033	18.2882	19.4881	20.7108	21.97	23.2076	24.4608	25.6939	26.9272	28.1927	29.4765	30.7376	31.9463	33.1602	34.4064	35.64	36.8579	38.0781	39.2828	40.5339	41.7854	43.0974	44.3667	45.672	47.0014	48.2435	49.4581	50.6961	51.9046	53.1364	54.3325	55.5869	56.8818	58.1168	59.2642	60.3775	61.5448
0	1.46496	2.74947	3.92025	5.0471	6.21204	7.44165	8.61036	9.79697	10.9748	12.1933	13.3897	14.6421	15.895	17.163	18.3827	19.6896	20.9706	22.3195	23.6687	25.017	26.3969	27.8677	29.2849	30.7435	32.2004	33.6368	35.0006	36.4092	37.8198	39.1563	40.5285	41.8032	43.0806	44.3628	45.7279	47.1218	48.4948	49.8408	51.2481	52.6309	53.978	55.3512	56.7222	58.041	59.4048	60.8115	62.1789	63.4719	64.6897
0	1.468	2.87225	4.3022	5.68137	7.06015	8.43337	9.82922	11.2349	12.6547	14.0913	15.4616	16.7397	18.0482	19.3909	20.755	22.1102	23.4447	24.8486	26.2728	27.675	28.9966	30.3473	31.7383	33.1742	34.6487	36.161	37.7145	39.2595	40.8091	42.4032	44.0562	45.7282	47.3265	48.9395	50.4791	52.042	53.631	55.2789	56.9287	58.5672	60.1871	61.7807	63.3871	64.9646	66.4824	68.0352	69.5364	71.0342	72.5286
0	1.46407	2.87385	4.24504	5.65616	7.07097	8.47615	9.90719	11.3478	12.7407	14.08	15.3969	16.7778	18.1505	19.5634	21.0179	22.5115	23.9702	25.4141	26.9024	28.3705	29.9075	31.4231	32.9371	34.4119	35.9236	37.4733	39.0213	40.6045	42.1601	43.7616	45.352	46.9816	48.6805	50.3098	51.8769	53.4858	55.1072	56.7012	58.2797	59.86	61.4758	63.077	64.6639	66.2907	67.9002	69.4918	71.0534	72.6124	74.1686
0	1.47351	2.80601	4.12934	5.49643	6.85677	8.19491	9.50703	10.7596	12.1293	13.5403	14.9011	16.2537	17.5963	18.8807	20.1693	21.5146	22.9221	24.3439	25.7629	27.2033	28.6788	30.1215	31.5045	32.8675	34.2959	35.6988	37.1336	38.5844	40.0173	41.3993	42.8077	44.2349	45.6245	47.0067	48.4087	49.7708	51.1411	52.5618	53.9921	55.3996	56.7997	58.2778	59.7323	61.2083	62.6505	64.0615	65.5078	66.9916	68.4953
0	1.43074	2.75185	4.0101	5.28681	6.60248	7.91396	9.24702	10.6053	11.9645	13.2725	14.6122	15.9695	17.3295	18.6558	20.0231	21.4684	22.8248	24.1911	25.5625	26.9397	28.2921	29.7	31.0993	32.496	33.9547	35.4233	36.943	38.3763	39.811	41.2495	42.7516	44.2405	45.7091	47.1548	48.5921	50.0403	51.4718	52.9559	54.4628	55.9234	57.3972	58.8716	60.3042	61.7178	63.1123	64.5057	65.921	67.2796	68.6328
0	1.40112	2.69215	3.99266	5.25956	6.53327	7.79119	9.06959	10.339	11.5482	12.7185	13.8904	15.0988	16.3174	17.4827	18.6589	19.8126	20.9213	22.027	23.079	24.0718	25.0737	26.1004	27.109	28.0644	29.0422	30.0438	30.9758	31.8884	32.757	33.6627	34.5366	35.4594	36.412	37.368	38.3529	39.3439	40.3249	41.3036	42.2634	43.1877	44.1265	45.0412	46.0444	46.9885	47.9414	48.9252	49.9265	50.8616	51.7915
0	1.43129	2.75043	4.02418	5.29272	6.48574	7.73973	9.0005	10.1812	11.3563	12.5074	13.7033	14.9023	16.0512	17.1811	18.2191	19.2782	20.3789	21.4239	22.4616	23.5421	24.6373	25.7435	26.9068	28.0989	29.3433	30.5762	31.856	33.1655	34.4428	35.7915	37.1141	38.4968	39.8532	41.1976	42.579	43.8687	45.1603	46.4809	47.8163	49.1995	50.5681	51.9024	53.2517	54.574	55.8887	57.2147	58.5061	59.8683	61.237
0	1.40437	2.84598	4.17843	5.57694	6.93765	8.30111	9.66116	10.9914	12.3516	13.7384	15.0968	16.4206	17.7201	19.054	20.4428	21.8732	23.3671	24.8206	26.2659	27.6704	29.0333	30.3711	31.7693	33.1465	34.5144	35.8563	37.2129	38.5655	39.8895	41.1977	42.5077	43.7906	45.1081	46.455	47.7266	48.9698	50.2707	51.5206	52.8188	54.0698	55.3585	56.6455	58.0057	59.3997	60.7915	62.1653	63.5004	64.7915	66.0625
